title,olympiad,year,grade,num,problem_text_ch,problem_solution_ch
LV.NOL.2011.8.1,LV.NOL,2011,8,1,128,526
LV.NOL.2011.8.2,LV.NOL,2011,8,2,90,50
LV.NOL.2011.8.3,LV.NOL,2011,8,3,204,309
LV.NOL.2011.8.4,LV.NOL,2011,8,4,397,767
LV.NOL.2011.8.5,LV.NOL,2011,8,5,688,649
LV.NOL.2011.9.1,LV.NOL,2011,9,1,150,141
LV.NOL.2011.9.2,LV.NOL,2011,9,2,264,628
LV.NOL.2011.9.3,LV.NOL,2011,9,3,288,369
LV.NOL.2011.9.4,LV.NOL,2011,9,4,88,314
LV.NOL.2011.9.5,LV.NOL,2011,9,5,452,663
LV.NOL.2011.10.1,LV.NOL,2011,10,1,142,531
LV.NOL.2011.10.2,LV.NOL,2011,10,2,91,430
LV.NOL.2011.10.3,LV.NOL,2011,10,3,189,556
LV.NOL.2011.10.4,LV.NOL,2011,10,4,237,557
LV.NOL.2011.10.5,LV.NOL,2011,10,5,504,1134
LV.NOL.2011.11.1,LV.NOL,2011,11,1,66,171
LV.NOL.2011.11.2,LV.NOL,2011,11,2,265,727
LV.NOL.2011.11.3,LV.NOL,2011,11,3,129,812
LV.NOL.2011.11.4,LV.NOL,2011,11,4,122,921
LV.NOL.2011.11.5,LV.NOL,2011,11,5,200,700
LV.NOL.2011.12.1,LV.NOL,2011,12,1,141,976
LV.NOL.2011.12.2,LV.NOL,2011,12,2,258,477
LV.NOL.2011.12.3,LV.NOL,2011,12,3,284,1009
LV.NOL.2011.12.4,LV.NOL,2011,12,4,348,496
LV.NOL.2011.12.5,LV.NOL,2011,12,5,114,243
LV.NOL.2016.5.1,LV.NOL,2016,5,1,143,368
LV.NOL.2016.5.2,LV.NOL,2016,5,2,286,565
LV.NOL.2016.5.3,LV.NOL,2016,5,3,338,621
LV.NOL.2016.5.4,LV.NOL,2016,5,4,231,81
LV.NOL.2016.5.5,LV.NOL,2016,5,5,117,49
LV.NOL.2016.6.1,LV.NOL,2016,6,1,194,268
LV.NOL.2016.6.2,LV.NOL,2016,6,2,285,660
LV.NOL.2016.6.3,LV.NOL,2016,6,3,177,38
LV.NOL.2016.6.4,LV.NOL,2016,6,4,190,980
LV.NOL.2016.6.5,LV.NOL,2016,6,5,178,1034
LV.NOL.2016.7.1,LV.NOL,2016,7,1,289,549
LV.NOL.2016.7.2,LV.NOL,2016,7,2,171,695
LV.NOL.2016.7.3,LV.NOL,2016,7,3,263,38
LV.NOL.2016.7.4,LV.NOL,2016,7,4,278,763
LV.NOL.2016.7.5,LV.NOL,2016,7,5,189,864
LV.NOL.2016.8.1,LV.NOL,2016,8,1,74,270
LV.NOL.2016.8.2,LV.NOL,2016,8,2,297,1531
LV.NOL.2016.8.3,LV.NOL,2016,8,3,145,433
LV.NOL.2016.8.4,LV.NOL,2016,8,4,190,528
LV.NOL.2016.8.5,LV.NOL,2016,8,5,694,966
LV.NOL.2016.9.1,LV.NOL,2016,9,1,81,422
LV.NOL.2016.9.2,LV.NOL,2016,9,2,255,2025
LV.NOL.2016.9.3,LV.NOL,2016,9,3,114,913
LV.NOL.2016.9.4,LV.NOL,2016,9,4,254,626
LV.NOL.2016.9.5,LV.NOL,2016,9,5,179,863
LV.NOL.2016.10.1,LV.NOL,2016,10,1,120,1908
LV.NOL.2016.10.2,LV.NOL,2016,10,2,122,617
LV.NOL.2016.10.3,LV.NOL,2016,10,3,264,682
LV.NOL.2016.10.4,LV.NOL,2016,10,4,268,348
LV.NOL.2016.10.5,LV.NOL,2016,10,5,213,549
LV.NOL.2016.11.1,LV.NOL,2016,11,1,67,1756
LV.NOL.2016.11.2,LV.NOL,2016,11,2,128,872
LV.NOL.2016.11.3,LV.NOL,2016,11,3,188,863
LV.NOL.2016.11.4,LV.NOL,2016,11,4,302,618
LV.NOL.2016.11.5,LV.NOL,2016,11,5,419,411
LV.NOL.2016.12.1,LV.NOL,2016,12,1,66,371
LV.NOL.2016.12.2,LV.NOL,2016,12,2,124,2304
LV.NOL.2016.12.3,LV.NOL,2016,12,3,167,1098
LV.NOL.2016.12.4,LV.NOL,2016,12,4,285,1005
LV.NOL.2016.12.5,LV.NOL,2016,12,5,70,821
LV.NOL.2017.5.1,LV.NOL,2017,5,1,723,1091
LV.NOL.2017.5.2,LV.NOL,2017,5,2,139,567
LV.NOL.2017.5.3,LV.NOL,2017,5,3,520,596
LV.NOL.2017.5.4,LV.NOL,2017,5,4,343,95
LV.NOL.2017.5.5,LV.NOL,2017,5,5,645,116
LV.NOL.2017.6.1,LV.NOL,2017,6,1,609,301
LV.NOL.2017.6.2,LV.NOL,2017,6,2,135,495
LV.NOL.2017.6.3,LV.NOL,2017,6,3,598,98
LV.NOL.2017.6.4,LV.NOL,2017,6,4,407,71
LV.NOL.2017.6.5,LV.NOL,2017,6,5,496,751
LV.NOL.2017.7.1,LV.NOL,2017,7,1,241,388
LV.NOL.2017.7.2,LV.NOL,2017,7,2,191,418
LV.NOL.2017.7.3,LV.NOL,2017,7,3,317,99
LV.NOL.2017.7.4,LV.NOL,2017,7,4,238,1107
LV.NOL.2017.7.5,LV.NOL,2017,7,5,213,955
LV.NOL.2017.8.1,LV.NOL,2017,8,1,376,371
LV.NOL.2017.8.2,LV.NOL,2017,8,2,258,393
LV.NOL.2017.8.3,LV.NOL,2017,8,3,747,881
LV.NOL.2017.8.4,LV.NOL,2017,8,4,232,767
LV.NOL.2017.8.5,LV.NOL,2017,8,5,561,2013
LV.NOL.2017.9.1,LV.NOL,2017,9,1,227,759
LV.NOL.2017.9.2,LV.NOL,2017,9,2,53,937
LV.NOL.2017.9.3,LV.NOL,2017,9,3,188,511
LV.NOL.2017.9.4,LV.NOL,2017,9,4,295,404
LV.NOL.2017.9.5,LV.NOL,2017,9,5,309,1272
LV.NOL.2017.10.1,LV.NOL,2017,10,1,714,948
LV.NOL.2017.10.2,LV.NOL,2017,10,2,67,506
LV.NOL.2017.10.3,LV.NOL,2017,10,3,221,2112
LV.NOL.2017.10.4,LV.NOL,2017,10,4,273,1649
LV.NOL.2017.10.5,LV.NOL,2017,10,5,578,2414
LV.NOL.2017.11.1,LV.NOL,2017,11,1,240,795
LV.NOL.2017.11.2,LV.NOL,2017,11,2,101,479
LV.NOL.2017.11.3,LV.NOL,2017,11,3,126,1957
LV.NOL.2017.11.4,LV.NOL,2017,11,4,180,885
LV.NOL.2017.11.5,LV.NOL,2017,11,5,623,1205
LV.NOL.2017.12.1,LV.NOL,2017,12,1,198,355
LV.NOL.2017.12.2,LV.NOL,2017,12,2,69,595
LV.NOL.2017.12.3,LV.NOL,2017,12,3,363,1020
LV.NOL.2017.12.4,LV.NOL,2017,12,4,442,651
LV.NOL.2017.12.5,LV.NOL,2017,12,5,151,1161
LV.NOL.2010.5.1,LV.NOL,2010,5,1,165,48
LV.NOL.2010.5.2,LV.NOL,2010,5,2,289,369
LV.NOL.2010.5.3,LV.NOL,2010,5,3,183,169
LV.NOL.2010.5.4,LV.NOL,2010,5,4,183,55
LV.NOL.2010.5.5,LV.NOL,2010,5,5,274,224
LV.NOL.2010.6.1,LV.NOL,2010,6,1,233,201
LV.NOL.2010.6.2,LV.NOL,2010,6,2,111,118
LV.NOL.2010.6.3,LV.NOL,2010,6,3,333,50
LV.NOL.2010.6.4,LV.NOL,2010,6,4,334,609
LV.NOL.2010.6.5,LV.NOL,2010,6,5,274,427
LV.NOL.2010.7.1,LV.NOL,2010,7,1,304,236
LV.NOL.2010.7.2,LV.NOL,2010,7,2,89,133
LV.NOL.2010.7.3,LV.NOL,2010,7,3,107,495
LV.NOL.2010.7.4,LV.NOL,2010,7,4,210,278
LV.NOL.2010.7.5,LV.NOL,2010,7,5,272,211
LV.NOL.2010.8.1,LV.NOL,2010,8,1,332,407
LV.NOL.2010.8.2,LV.NOL,2010,8,2,122,306
LV.NOL.2010.8.3,LV.NOL,2010,8,3,110,205
LV.NOL.2010.8.4,LV.NOL,2010,8,4,226,255
LV.NOL.2010.8.5,LV.NOL,2010,8,5,164,248
LV.NOL.2010.9.1,LV.NOL,2010,9,1,212,161
LV.NOL.2010.9.2,LV.NOL,2010,9,2,268,817
LV.NOL.2010.9.3,LV.NOL,2010,9,3,136,403
LV.NOL.2010.9.4,LV.NOL,2010,9,4,273,309
LV.NOL.2010.9.5,LV.NOL,2010,9,5,133,247
LV.NOL.2010.10.1,LV.NOL,2010,10,1,149,526
LV.NOL.2010.10.2,LV.NOL,2010,10,2,180,755
LV.NOL.2010.10.3,LV.NOL,2010,10,3,225,513
LV.NOL.2010.10.4,LV.NOL,2010,10,4,54,951
LV.NOL.2010.10.5,LV.NOL,2010,10,5,505,441
LV.NOL.2010.11.1,LV.NOL,2010,11,1,231,693
LV.NOL.2010.11.2,LV.NOL,2010,11,2,71,462
LV.NOL.2010.11.3,LV.NOL,2010,11,3,116,224
LV.NOL.2010.11.4,LV.NOL,2010,11,4,248,372
LV.NOL.2010.11.5,LV.NOL,2010,11,5,507,476
LV.NOL.2010.12.1,LV.NOL,2010,12,1,188,506
LV.NOL.2010.12.2,LV.NOL,2010,12,2,226,448
LV.NOL.2010.12.3,LV.NOL,2010,12,3,68,330
LV.NOL.2010.12.4,LV.NOL,2010,12,4,229,382
LV.NOL.2010.12.5,LV.NOL,2010,12,5,384,959
LV.NOL.2019.5.1,LV.NOL,2019,5,1,366,513
LV.NOL.2019.5.2,LV.NOL,2019,5,2,189,2226
LV.NOL.2019.5.3,LV.NOL,2019,5,3,468,158
LV.NOL.2019.5.4,LV.NOL,2019,5,4,574,139
LV.NOL.2019.5.5,LV.NOL,2019,5,5,228,392
LV.NOL.2019.6.1,LV.NOL,2019,6,1,349,377
LV.NOL.2019.6.2,LV.NOL,2019,6,2,228,1619
LV.NOL.2019.6.3,LV.NOL,2019,6,3,301,717
LV.NOL.2019.6.4,LV.NOL,2019,6,4,261,711
LV.NOL.2019.6.5,LV.NOL,2019,6,5,242,696
LV.NOL.2019.7.1,LV.NOL,2019,7,1,254,393
LV.NOL.2019.7.2,LV.NOL,2019,7,2,299,2123
LV.NOL.2019.7.3,LV.NOL,2019,7,3,467,162
LV.NOL.2019.7.4,LV.NOL,2019,7,4,72,465
LV.NOL.2019.7.5,LV.NOL,2019,7,5,384,1292
LV.NOL.2019.8.1,LV.NOL,2019,8,1,252,351
LV.NOL.2019.8.2,LV.NOL,2019,8,2,179,866
LV.NOL.2019.8.3,LV.NOL,2019,8,3,157,420
LV.NOL.2019.8.4,LV.NOL,2019,8,4,411,606
LV.NOL.2019.8.5,LV.NOL,2019,8,5,271,957
LV.NOL.2019.9.1,LV.NOL,2019,9,1,176,429
LV.NOL.2019.9.2,LV.NOL,2019,9,2,298,2632
LV.NOL.2019.9.3,LV.NOL,2019,9,3,211,2122
LV.NOL.2019.9.4,LV.NOL,2019,9,4,420,1113
LV.NOL.2019.9.5,LV.NOL,2019,9,5,110,2054
LV.NOL.2019.10.1,LV.NOL,2019,10,1,168,419
LV.NOL.2019.10.2,LV.NOL,2019,10,2,245,2233
LV.NOL.2019.10.3,LV.NOL,2019,10,3,559,491
LV.NOL.2019.10.4,LV.NOL,2019,10,4,161,524
LV.NOL.2019.10.5,LV.NOL,2019,10,5,63,1440
LV.NOL.2019.11.1,LV.NOL,2019,11,1,162,649
LV.NOL.2019.11.2,LV.NOL,2019,11,2,283,1869
LV.NOL.2019.11.3,LV.NOL,2019,11,3,412,1075
LV.NOL.2019.11.4,LV.NOL,2019,11,4,142,1742
LV.NOL.2019.11.5,LV.NOL,2019,11,5,63,1358
LV.NOL.2019.12.1,LV.NOL,2019,12,1,235,1864
LV.NOL.2019.12.2,LV.NOL,2019,12,2,223,1757
LV.NOL.2019.12.3,LV.NOL,2019,12,3,228,1771
LV.NOL.2019.12.4,LV.NOL,2019,12,4,130,1361
LV.NOL.2019.12.5,LV.NOL,2019,12,5,93,1101
LV.NOL.2021.5.1,LV.NOL,2021,5,1,714,1368
LV.NOL.2021.5.2,LV.NOL,2021,5,2,283,307
LV.NOL.2021.5.3,LV.NOL,2021,5,3,563,597
LV.NOL.2021.6.1,LV.NOL,2021,6,1,684,1446
LV.NOL.2021.6.2,LV.NOL,2021,6,2,208,225
LV.NOL.2021.6.3,LV.NOL,2021,6,3,310,887
LV.NOL.2021.7.1,LV.NOL,2021,7,1,159,495
LV.NOL.2021.7.2,LV.NOL,2021,7,2,234,348
LV.NOL.2021.7.3,LV.NOL,2021,7,3,396,911
LV.NOL.2021.8.1,LV.NOL,2021,8,1,162,383
LV.NOL.2021.8.2,LV.NOL,2021,8,2,116,1918
LV.NOL.2021.8.3,LV.NOL,2021,8,3,241,769
LV.NOL.2021.9.1,LV.NOL,2021,9,1,455,765
LV.NOL.2021.9.2,LV.NOL,2021,9,2,164,1148
LV.NOL.2021.9.3,LV.NOL,2021,9,3,100,408
LV.NOL.2021.9.4,LV.NOL,2021,9,4,145,690
LV.NOL.2021.9.5,LV.NOL,2021,9,5,245,406
LV.NOL.2021.10.1,LV.NOL,2021,10,1,431,886
LV.NOL.2021.10.2,LV.NOL,2021,10,2,182,618
LV.NOL.2021.10.3,LV.NOL,2021,10,3,247,2856
LV.NOL.2021.10.4,LV.NOL,2021,10,4,117,2269
LV.NOL.2021.10.5,LV.NOL,2021,10,5,243,610
LV.NOL.2021.11.1,LV.NOL,2021,11,1,312,2154
LV.NOL.2021.11.2,LV.NOL,2021,11,2,186,493
LV.NOL.2021.11.3,LV.NOL,2021,11,3,258,432
LV.NOL.2021.11.4,LV.NOL,2021,11,4,317,1275
LV.NOL.2021.11.5,LV.NOL,2021,11,5,448,1248
LV.NOL.2021.12.1,LV.NOL,2021,12,1,264,1027
LV.NOL.2021.12.2,LV.NOL,2021,12,2,59,493
LV.NOL.2021.12.3,LV.NOL,2021,12,3,157,2475
LV.NOL.2021.12.4,LV.NOL,2021,12,4,167,1217
LV.NOL.2021.12.5,LV.NOL,2021,12,5,575,3444
LV.NOL.2004.5.1,LV.NOL,2004,5,1,190,199
LV.NOL.2004.5.2,LV.NOL,2004,5,2,164,201
LV.NOL.2004.5.3,LV.NOL,2004,5,3,250,47
LV.NOL.2004.5.4,LV.NOL,2004,5,4,359,215
LV.NOL.2004.5.5,LV.NOL,2004,5,5,369,447
LV.NOL.2004.6.1,LV.NOL,2004,6,1,163,192
LV.NOL.2004.6.2,LV.NOL,2004,6,2,264,275
LV.NOL.2004.6.3,LV.NOL,2004,6,3,148,140
LV.NOL.2004.6.4,LV.NOL,2004,6,4,258,406
LV.NOL.2004.6.5,LV.NOL,2004,6,5,286,400
LV.NOL.2004.7.1,LV.NOL,2004,7,1,132,314
LV.NOL.2004.7.2,LV.NOL,2004,7,2,260,84
LV.NOL.2004.7.3,LV.NOL,2004,7,3,249,726
LV.NOL.2004.7.4,LV.NOL,2004,7,4,263,244
LV.NOL.2004.7.5,LV.NOL,2004,7,5,178,277
LV.NOL.2004.8.1,LV.NOL,2004,8,1,222,859
LV.NOL.2004.8.2,LV.NOL,2004,8,2,189,940
LV.NOL.2004.8.3,LV.NOL,2004,8,3,196,294
LV.NOL.2004.8.4,LV.NOL,2004,8,4,819,370
LV.NOL.2004.8.5,LV.NOL,2004,8,5,397,667
LV.NOL.2004.9.1,LV.NOL,2004,9,1,93,155
LV.NOL.2004.9.2,LV.NOL,2004,9,2,133,300
LV.NOL.2004.9.3,LV.NOL,2004,9,3,226,381
LV.NOL.2004.9.4,LV.NOL,2004,9,4,354,321
LV.NOL.2004.9.5,LV.NOL,2004,9,5,218,307
LV.NOL.2004.10.1,LV.NOL,2004,10,1,71,233
LV.NOL.2004.10.2,LV.NOL,2004,10,2,277,1070
LV.NOL.2004.10.3,LV.NOL,2004,10,3,169,471
LV.NOL.2004.10.4,LV.NOL,2004,10,4,626,581
LV.NOL.2004.10.5,LV.NOL,2004,10,5,229,289
LV.NOL.2004.11.1,LV.NOL,2004,11,1,157,353
LV.NOL.2004.11.2,LV.NOL,2004,11,2,103,655
LV.NOL.2004.11.3,LV.NOL,2004,11,3,209,476
LV.NOL.2004.11.4,LV.NOL,2004,11,4,224,1153
LV.NOL.2004.11.5,LV.NOL,2004,11,5,398,767
LV.NOL.2004.12.1,LV.NOL,2004,12,1,218,649
LV.NOL.2004.12.2,LV.NOL,2004,12,2,370,875
LV.NOL.2004.12.3,LV.NOL,2004,12,3,284,793
LV.NOL.2004.12.4,LV.NOL,2004,12,4,71,517
LV.NOL.2004.12.5,LV.NOL,2004,12,5,426,1226
LV.NOL.2005.5.1,LV.NOL,2005,5,1,190,208
LV.NOL.2005.5.2,LV.NOL,2005,5,2,403,230
LV.NOL.2005.5.3,LV.NOL,2005,5,3,327,271
LV.NOL.2005.5.4,LV.NOL,2005,5,4,309,316
LV.NOL.2005.5.5,LV.NOL,2005,5,5,435,357
LV.NOL.2005.6.1,LV.NOL,2005,6,1,258,409
LV.NOL.2005.6.2,LV.NOL,2005,6,2,229,347
LV.NOL.2005.6.3,LV.NOL,2005,6,3,293,445
LV.NOL.2005.6.4,LV.NOL,2005,6,4,221,628
LV.NOL.2005.6.5,LV.NOL,2005,6,5,457,742
LV.NOL.2005.7.1,LV.NOL,2005,7,1,132,208
LV.NOL.2005.7.2,LV.NOL,2005,7,2,92,244
LV.NOL.2005.7.3,LV.NOL,2005,7,3,360,331
LV.NOL.2005.7.4,LV.NOL,2005,7,4,240,789
LV.NOL.2005.7.5,LV.NOL,2005,7,5,261,455
LV.NOL.2005.8.1,LV.NOL,2005,8,1,188,482
LV.NOL.2005.8.2,LV.NOL,2005,8,2,398,368
LV.NOL.2005.8.3,LV.NOL,2005,8,3,384,955
LV.NOL.2005.8.4,LV.NOL,2005,8,4,145,273
LV.NOL.2005.8.5,LV.NOL,2005,8,5,61,362
LV.NOL.2005.9.1,LV.NOL,2005,9,1,92,152
LV.NOL.2005.9.2,LV.NOL,2005,9,2,155,272
LV.NOL.2005.9.3,LV.NOL,2005,9,3,298,386
LV.NOL.2005.9.4,LV.NOL,2005,9,4,141,808
LV.NOL.2005.9.5,LV.NOL,2005,9,5,378,1485
LV.NOL.2005.10.1,LV.NOL,2005,10,1,368,588
LV.NOL.2005.10.2,LV.NOL,2005,10,2,212,380
LV.NOL.2005.10.3,LV.NOL,2005,10,3,337,522
LV.NOL.2005.10.4,LV.NOL,2005,10,4,199,285
LV.NOL.2005.10.5,LV.NOL,2005,10,5,393,730
LV.NOL.2005.11.1,LV.NOL,2005,11,1,60,233
LV.NOL.2005.11.2,LV.NOL,2005,11,2,224,1153
LV.NOL.2005.11.3,LV.NOL,2005,11,3,256,720
LV.NOL.2005.11.4,LV.NOL,2005,11,4,121,602
LV.NOL.2005.11.5,LV.NOL,2005,11,5,297,841
LV.NOL.2005.12.1,LV.NOL,2005,12,1,224,321
LV.NOL.2005.12.2,LV.NOL,2005,12,2,279,792
LV.NOL.2005.12.3,LV.NOL,2005,12,3,318,1029
LV.NOL.2005.12.4,LV.NOL,2005,12,4,324,351
LV.NOL.2005.12.5,LV.NOL,2005,12,5,135,961
LV.NOL.2024.5.1,LV.NOL,2024,5,1,187,71
LV.NOL.2024.5.2,LV.NOL,2024,5,2,207,280
LV.NOL.2024.5.3,LV.NOL,2024,5,3,447,39
LV.NOL.2024.5.4,LV.NOL,2024,5,4,281,359
LV.NOL.2024.5.5,LV.NOL,2024,5,5,361,911
LV.NOL.2024.6.1,LV.NOL,2024,6,1,186,73
LV.NOL.2024.6.2,LV.NOL,2024,6,2,163,616
LV.NOL.2024.6.3,LV.NOL,2024,6,3,449,40
LV.NOL.2024.6.4,LV.NOL,2024,6,4,281,631
LV.NOL.2024.6.5,LV.NOL,2024,6,5,316,292
LV.NOL.2024.7.1,LV.NOL,2024,7,1,311,40
LV.NOL.2024.7.2,LV.NOL,2024,7,2,75,552
LV.NOL.2024.7.3,LV.NOL,2024,7,3,163,981
LV.NOL.2024.7.4,LV.NOL,2024,7,4,196,51
LV.NOL.2024.7.5,LV.NOL,2024,7,5,377,640
LV.NOL.2024.8.1,LV.NOL,2024,8,1,106,179
LV.NOL.2024.8.2,LV.NOL,2024,8,2,171,938
LV.NOL.2024.8.3,LV.NOL,2024,8,3,375,283
LV.NOL.2024.8.4,LV.NOL,2024,8,4,344,674
LV.NOL.2024.8.5,LV.NOL,2024,8,5,265,351
LV.NOL.2024.9.1,LV.NOL,2024,9,1,195,780
LV.NOL.2024.9.2,LV.NOL,2024,9,2,79,1838
LV.NOL.2024.9.3,LV.NOL,2024,9,3,105,964
LV.NOL.2024.9.4,LV.NOL,2024,9,4,359,823
LV.NOL.2024.9.5,LV.NOL,2024,9,5,196,412
LV.NOL.2024.10.1,LV.NOL,2024,10,1,419,693
LV.NOL.2024.10.2,LV.NOL,2024,10,2,91,484
LV.NOL.2024.10.3,LV.NOL,2024,10,3,265,1222
LV.NOL.2024.10.4,LV.NOL,2024,10,4,101,1869
LV.NOL.2024.10.5,LV.NOL,2024,10,5,366,752
LV.NOL.2024.11.1,LV.NOL,2024,11,1,365,607
LV.NOL.2024.11.2,LV.NOL,2024,11,2,167,997
LV.NOL.2024.11.3,LV.NOL,2024,11,3,242,1989
LV.NOL.2024.11.4,LV.NOL,2024,11,4,258,1846
LV.NOL.2024.11.5,LV.NOL,2024,11,5,437,2914
LV.NOL.2024.12.1,LV.NOL,2024,12,1,133,911
LV.NOL.2024.12.2,LV.NOL,2024,12,2,174,1299
LV.NOL.2024.12.3,LV.NOL,2024,12,3,218,1069
LV.NOL.2024.12.4,LV.NOL,2024,12,4,446,1111
LV.NOL.2024.12.5,LV.NOL,2024,12,5,82,2528
LV.NOL.2023.5.1,LV.NOL,2023,5,1,332,920
LV.NOL.2023.5.2,LV.NOL,2023,5,2,267,461
LV.NOL.2023.5.3,LV.NOL,2023,5,3,335,54
LV.NOL.2023.5.4,LV.NOL,2023,5,4,137,251
LV.NOL.2023.5.5,LV.NOL,2023,5,5,279,455
LV.NOL.2023.6.1,LV.NOL,2023,6,1,156,654
LV.NOL.2023.6.2,LV.NOL,2023,6,2,285,461
LV.NOL.2023.6.3,LV.NOL,2023,6,3,262,79
LV.NOL.2023.6.4,LV.NOL,2023,6,4,154,656
LV.NOL.2023.6.5,LV.NOL,2023,6,5,232,751
LV.NOL.2023.7.1,LV.NOL,2023,7,1,277,77
LV.NOL.2023.7.2,LV.NOL,2023,7,2,144,650
LV.NOL.2023.7.3,LV.NOL,2023,7,3,148,319
LV.NOL.2023.7.4,LV.NOL,2023,7,4,97,850
LV.NOL.2023.7.5,LV.NOL,2023,7,5,408,875
LV.NOL.2023.8.1,LV.NOL,2023,8,1,338,1048
LV.NOL.2023.8.2,LV.NOL,2023,8,2,278,1059
LV.NOL.2023.8.3,LV.NOL,2023,8,3,204,722
LV.NOL.2023.8.4,LV.NOL,2023,8,4,254,66
LV.NOL.2023.8.5,LV.NOL,2023,8,5,370,1503
LV.NOL.2023.9.1,LV.NOL,2023,9,1,129,902
LV.NOL.2023.9.2,LV.NOL,2023,9,2,217,419
LV.NOL.2023.9.3,LV.NOL,2023,9,3,141,695
LV.NOL.2023.9.4,LV.NOL,2023,9,4,113,1230
LV.NOL.2023.9.5,LV.NOL,2023,9,5,434,994
LV.NOL.2023.10.1,LV.NOL,2023,10,1,95,684
LV.NOL.2023.10.2,LV.NOL,2023,10,2,342,928
LV.NOL.2023.10.3,LV.NOL,2023,10,3,110,931
LV.NOL.2023.10.4,LV.NOL,2023,10,4,111,513
LV.NOL.2023.10.5,LV.NOL,2023,10,5,355,2117
LV.NOL.2023.11.1,LV.NOL,2023,11,1,74,807
LV.NOL.2023.11.2,LV.NOL,2023,11,2,268,1526
LV.NOL.2023.11.3,LV.NOL,2023,11,3,269,1092
LV.NOL.2023.11.4,LV.NOL,2023,11,4,118,1303
LV.NOL.2023.11.5,LV.NOL,2023,11,5,643,1814
LV.NOL.2023.12.1,LV.NOL,2023,12,1,138,832
LV.NOL.2023.12.2,LV.NOL,2023,12,2,298,1047
LV.NOL.2023.12.3,LV.NOL,2023,12,3,257,845
LV.NOL.2023.12.4,LV.NOL,2023,12,4,119,1987
LV.NOL.2023.12.5,LV.NOL,2023,12,5,276,1066
LV.NOL.2015.5.1,LV.NOL,2015,5,1,366,299
LV.NOL.2015.5.2,LV.NOL,2015,5,2,241,584
LV.NOL.2015.5.3,LV.NOL,2015,5,3,375,110
LV.NOL.2015.5.4,LV.NOL,2015,5,4,261,791
LV.NOL.2015.5.5,LV.NOL,2015,5,5,367,627
LV.NOL.2015.6.1,LV.NOL,2015,6,1,392,372
LV.NOL.2015.6.2,LV.NOL,2015,6,2,309,539
LV.NOL.2015.6.3,LV.NOL,2015,6,3,288,173
LV.NOL.2015.6.4,LV.NOL,2015,6,4,188,1173
LV.NOL.2015.6.5,LV.NOL,2015,6,5,163,503
LV.NOL.2015.7.1,LV.NOL,2015,7,1,56,260
LV.NOL.2015.7.2,LV.NOL,2015,7,2,329,742
LV.NOL.2015.7.3,LV.NOL,2015,7,3,284,355
LV.NOL.2015.7.4,LV.NOL,2015,7,4,156,440
LV.NOL.2015.7.5,LV.NOL,2015,7,5,503,916
LV.NOL.2015.8.1,LV.NOL,2015,8,1,87,967
LV.NOL.2015.8.2,LV.NOL,2015,8,2,379,1039
LV.NOL.2015.8.3,LV.NOL,2015,8,3,138,727
LV.NOL.2015.8.4,LV.NOL,2015,8,4,169,638
LV.NOL.2015.8.5,LV.NOL,2015,8,5,151,623
LV.NOL.2015.9.1,LV.NOL,2015,9,1,68,794
LV.NOL.2015.9.2,LV.NOL,2015,9,2,409,513
LV.NOL.2015.9.3,LV.NOL,2015,9,3,99,1266
LV.NOL.2015.9.4,LV.NOL,2015,9,4,380,1637
LV.NOL.2015.9.5,LV.NOL,2015,9,5,161,1039
LV.NOL.2015.10.1,LV.NOL,2015,10,1,127,1315
LV.NOL.2015.10.2,LV.NOL,2015,10,2,264,777
LV.NOL.2015.10.3,LV.NOL,2015,10,3,120,2064
LV.NOL.2015.10.4,LV.NOL,2015,10,4,222,1782
LV.NOL.2015.10.5,LV.NOL,2015,10,5,317,711
LV.NOL.2015.11.1,LV.NOL,2015,11,1,50,863
LV.NOL.2015.11.2,LV.NOL,2015,11,2,311,938
LV.NOL.2015.11.3,LV.NOL,2015,11,3,188,1638
LV.NOL.2015.11.4,LV.NOL,2015,11,4,149,1284
LV.NOL.2015.11.5,LV.NOL,2015,11,5,706,1628
LV.NOL.2015.12.1,LV.NOL,2015,12,1,91,1225
LV.NOL.2015.12.2,LV.NOL,2015,12,2,229,890
LV.NOL.2015.12.3,LV.NOL,2015,12,3,150,676
LV.NOL.2015.12.4,LV.NOL,2015,12,4,293,831
LV.NOL.2015.12.5,LV.NOL,2015,12,5,157,1473
LV.NOL.2012.5.1,LV.NOL,2012,5,1,190,174
LV.NOL.2012.5.2,LV.NOL,2012,5,2,85,279
LV.NOL.2012.5.3,LV.NOL,2012,5,3,140,259
LV.NOL.2012.5.4,LV.NOL,2012,5,4,526,349
LV.NOL.2012.5.5,LV.NOL,2012,5,5,647,83
LV.NOL.2012.6.1,LV.NOL,2012,6,1,94,29
LV.NOL.2012.6.2,LV.NOL,2012,6,2,235,257
LV.NOL.2012.6.3,LV.NOL,2012,6,3,211,662
LV.NOL.2012.6.4,LV.NOL,2012,6,4,137,442
LV.NOL.2012.6.5,LV.NOL,2012,6,5,396,888
LV.NOL.2012.7.1,LV.NOL,2012,7,1,260,393
LV.NOL.2012.7.2,LV.NOL,2012,7,2,105,46
LV.NOL.2012.7.3,LV.NOL,2012,7,3,221,959
LV.NOL.2012.7.4,LV.NOL,2012,7,4,40,423
LV.NOL.2012.7.5,LV.NOL,2012,7,5,376,330
LV.NOL.2012.8.1,LV.NOL,2012,8,1,114,127
